fundo;data_referencia;net_worth;pv_credit_rights;pdd;total_cash;cash_idleness;net_allocation;threshold_net_allocation;status_net_allocation;subordination_senior;threshold_senior;status_senior;subordination_mezzanine_a;threshold_mezzanine_a;status_mezzanine_a;subordination_mezzanine_b;threshold_mezzanine_b;status_mezzanine_b;subordination_mezzanine_c;threshold_mezzanine_c;status_mezzanine_c;retorno_junior;threshold_junior_return;vl_dicred_aquis_mes;vl_som_prazo_venc;vl_som_inad_venc;CR_due_30;CR_due_31_60;CR_due_61_90;CR_due_91_120;CR_due_121_150;CR_due_151_180;CR_due_181_360;CR_due_maior_360;vl_inad_venc_30;vl_inad_venc_31_60;vl_inad_venc_61_90;vl_inad_venc_91_120;vl_inad_venc_121_150;vl_inad_venc_151_180;vl_inad_venc_181_360;vl_inad_venc_maior_360;cash;government_securities;sovereign_fund;other_assets;delinq_ratio_30;delinq_ratio_31_60;delinq_ratio_61_90;delinq_ratio_91_120;delinq_ratio_121_150;delinq_ratio_151_180;delinq_ratio_181_360;delinq_ratio_maior_360;subordination_mezzanine_d;subordination_mezzanine_e;subordination_mezzanine_f;subordination_mezzanine_g;subordination_mezzanine_h;total_cash;total_senior;total_subord_Junior;total_subord_Mezza_A;total_subord_Mezza_B;total_subord_Mezza_C;total_subord_Mezza_D;total_subord_Mezza_E;total_subord_Mezza_F;total_subord_Mezza_G;total_subord_Mezza_H
FIDC Culttivo;31/10/2024;106253717.4;107982692.5;3177220.66;1815670.06;0.017088062;0.982911938;0.67;OK;0.253801425;0.23;OK;0.162927025;0.15;OK;0.073858084;0.07;OK;0.014164641;;N/A;-31.3;0;7652744.53;94439612.31;13543080.15;92364.08;1554475.49;136905.18;0;0;0;91604507.03;1051360.53;5311422.77;3435762.11;1792185.02;390244.12;894468.83;0;599938.97;1119058.33;1245.49;0;0;1814424.57;0.049187723;0.031817711;0.016596965;0.003613951;0.008283446;0;0.005555881;0.010363312;0.014164641;0.014164641;0.014164641;0.014164641;0.014164641;1815670.06;79286372.49;1505045.79;9655742.85;9463906.06;6342650.21;0;0;0;0;0
FIDC Culttivo;30/11/2024;110874521.7;114803900.4;4720275.34;3181234.15;0.028692202;0.971307798;0.67;OK;0.276958675;0.23;OK;0.188733617;0.15;OK;0.102100645;0.07;OK;0.043908613;;N/A;-40.49;0;6832174.78;101929976.1;12873924.3;1616463.33;302092.69;35143.81;0;0;68539.06;99406537.07;501200.15;1518564.72;5196366.53;1327637.17;2091857.17;126032.58;894468.83;0;1718997.3;2052.09;0;0;3179182.06;0.013227466;0.045262979;0.011564391;0.018221133;0.001097807;0.007791276;0;0.014973335;0.043908613;0.043908613;0.043908613;0.043908613;0.043908613;3181234.15;80166861.11;4868346.44;9781911.12;9605389.23;6452013.79;0;0;0;0;0
FIDC Culttivo;31/12/2024;120639636.2;115845324.3;6939177.39;16711089.4;0.138520721;0.861479279;0.67;OK;0.243373008;0.23;OK;0.161074235;0.15;OK;0.080094549;0.07;OK;0.025564047;;N/A;-36.65;0;2333843.54;105393485.5;10451838.83;449232.12;36835.89;0;0;97054.17;15483560.88;89326802.39;0;21583.12;0;5391654.1;807184.7;1827645.63;390244.12;894468.83;1119058.33;1967.97;0;0;16709121.43;0.00018631;0;0.046541836;0.00696778;0.015776602;0.003368665;0.007721234;0.009659935;0.025564047;0.025564047;0.025564047;0.025564047;0.025564047;16711089.4;91279205.02;3084037.38;9928494.03;9769359.94;6578539.82;0;0;0;0;0
FIDC Culttivo;31/01/2025;118954625.5;124204493.2;9976058.98;5494919.02;0.046193404;0.953806596;0.67;OK;0.222108543;0.23;Flag;0.137304833;0.15;Flag;0.053680712;0.07;Flag;-0.002777818;;N/A;-110.71;0;10094348.04;112916287.3;11288205.96;38696;0;0;98872.97;13398824.42;11638191.47;87741702.4;0;386078.99;430730.03;0;5468255.94;408352.15;2191017.57;1284712.95;1119058.33;2095.74;0;0;5492823.28;0.003108414;0.00346791;0;0.044026233;0.003287741;0.017640405;0.01034353;0.009009806;-0.002777818;-0.002777818;-0.002777818;-0.002777818;-0.002777818;5494919.02;92533786.92;-330434.2498;10087793.55;9947476.08;6716003.22;0;0;0;0;0
FIDC Culttivo;28/02/2025;122872699.9;127449945.9;6011005.32;2436004.31;0.019825432;0.980174568;0.67;OK;0.23695082;0.23;OK;0.153592985;0.15;OK;0.071233755;0.07;OK;0.015497001;;N/A;-676.26;0;7680811.61;120812282.1;6637663.85;0;0;100555.99;13589380.53;12196367;41136977.14;53789001.43;0;39572.27;386078.99;430730.03;0;829045.83;756280.43;3076897.97;1119058.33;2190.9;0;0;2433813.41;0.000310493;0.00302926;0.003379602;0;0.006504874;0.005933941;0.024142011;0.008780375;0.015497001;0.015497001;0.015497001;0.015497001;0.015497001;2436004.31;93757912.92;1904158.4;10242402.26;10119700.96;6848525.36;0;0;0;0;0
FIDC Culttivo;31/03/2025;136326720.8;131566214.4;6405864.4;11813812.87;0.086658087;0.913341913;0.67;OK;0.229876039;0.23;Flag;0.153635143;0.15;OK;0.078167575;0.07;OK;0.026979417;;N/A;-5.36;0;3081361.32;124928550.6;6637663.85;0;102181.39;13769775.3;11487841.93;41777086.6;40433411.03;17358254.32;0;0;39572.27;386078.99;430730.03;0;829045.83;3833178.4;1119058.33;375391.91;0;0;11438420.96;0;0.000300778;0.002934484;0.003273865;0;0.006301358;0.029134975;0.008505666;0.026979417;0.026979417;0.026979417;0.026979417;0.026979417;11813812.87;104988474.2;3678015.463;10393671.37;10288246.03;6978313.734;0;0;0;0;0
FIDC Culttivo;30/04/2025;138503338.7;133872840.2;6397323.91;11385043.39;0.082200498;0.917799502;0.67;OK;0.231452587;0.23;OK;0.155209168;0.15;OK;0.079591382;0.07;OK;0.028179393;;N/A;6.12;0;2907999.57;127582660.6;6290179.61;103920.74;13967054.39;9320686.83;42457823.09;41504469.97;17678276.87;180891.81;2369536.93;0;0;39572.27;361078.99;430730.03;0;4662224.23;796574.09;63158.77;0;11254615.36;67269.26;0;0;0.000295596;0.002697179;0.003217456;0;0.034825766;0.005950229;0.028179393;0.028179393;0.028179393;0.028179393;0.028179393;11385043.39;106446382.7;3902939.982;10559968.12;10473315.8;7120732.126;0;0;0;0;0
FIDC Culttivo;31/05/2025;140580850.9;144012748;6561530.86;3585543.35;0.025505204;0.974494796;0.67;OK;0.231552823;0.23;OK;0.155152487;0.15;OK;0.079223326;0.07;OK;0.027470763;;N/A;-1.05;0;12788593.71;137686486.6;6326261.34;10470683.11;9280964.23;42783970.55;42331264.39;17997547.59;0;184426.33;14637630.43;63654;0;0;12000;361078.99;430730.03;4662224.23;796574.09;536.97;0;3544400.88;40605.5;0.000442003;0;0;8.33E-05;0.002507271;0.002990916;0.032373691;0.005531275;0.027470763;0.027470763;0.027470763;0.027470763;0.027470763;3585543.35;108028958.1;3861863.301;10740424.14;10674186.1;7275419.297;0;0;0;0;0
FIDC Culttivo;30/06/2025;131985715.5;148020395;6694543.27;13286392.21;0.10066538;0.89933462;0.67;OK;0.267021051;0.23;OK;0.184310428;0.15;OK;0.101948981;0.07;OK;0.030256691;;N/A;3.41;0;22812689.84;142293836.9;5726558.07;2893532.12;44488603.97;46236120.94;19659529.58;0;200822.75;2305532.97;26509694.58;344590.72;3050;15400;800;12400;55416.5;3603857.93;1691042.92;528.65;0;13250672.09;35191.47;0.002327995;2.06E-05;0.00010404;5.40E-06;8.38E-05;0.000374384;0.024347036;0.011424391;0.030256691;0.030256691;0.030256691;0.030256691;0.030256691;13286392.21;96742750.99;3993450.956;10916620.87;10870534.51;9462358.188;0;0;0;0;0
FIDC Culttivo;31/07/2025;157646350.8;159806998.7;5689918.05;3742637.47;0.023740717;0.976259283;0.67;OK;0.238146588;0.23;OK;0.167581228;0.15;OK;0.097155552;0.07;OK;0.035701372;;N/A;40.94;0;13712477.06;154191499.5;5615499.18;41603751.47;43365523.85;18735703.01;0;3796934.84;0;10609274.81;36080311.56;921878.12;282848.89;400;15000;800;12400;3311670.76;1070501.41;516.93;0;3713155.16;28965.38;0.005768697;0.001769941;2.50E-06;9.39E-05;5.01E-06;7.76E-05;0.020722939;0.006698714;0.035701372;0.035701372;0.035701372;0.035701372;0.035701372;3742637.47;120103410.3;5628190.944;11124371.4;11102350.85;9688027.295;0;0;0;0;0
FIDC Facio;31/08/2024;30728843.13;29090482.04;10484945.19;12160938.71;0.395749969;0.604250031;0.67;Flag;0.513128994;0.4;OK;0.331471489;0.15;OK;0.331471489;;N/A;0.331471489;;N/A;26.93;0;16659286.97;17218925.36;11871556.68;17167708.61;51216.75;0;0;0;0;0;0;3447376.48;2176576.4;1477381.95;1728387.34;1308070.44;1049744.52;684019.55;0;457678.08;75909.01;10470633.78;1156717.84;0.118505306;0.074820912;0.05078575;0.059414187;0.044965581;0.036085498;0.023513517;0;0.331471489;0.331471489;0.331471489;0.331471489;0.331471489;12160938.71;14960982.76;10185735.38;3538990.74;2043134.25;0;0;0;0;0;0
FIDC Facio;30/09/2024;31982333.29;34509383.11;13715803.69;11235326.23;0.351297891;0.648702109;0.67;Flag;0.527300651;0.4;OK;0.349636832;0.15;OK;0.349636832;;N/A;0.349636832;;N/A;11.22;0;18982364.42;19467169.86;15042213.25;19223325.08;243844.78;0;0;0;0;0;0;3576155.19;3026905.46;1994589.69;1703472.22;1610031.76;1366209;1764849.93;0;466909.49;76581.19;10683982.31;7853.24;0.103628488;0.087712535;0.057798474;0.049362581;0.046654898;0.039589494;0.051141161;0;0.349636832;0.349636832;0.349636832;0.349636832;0.349636832;11235326.23;15118028.12;11182201.68;3602375.78;2079727.71;0;0;0;0;0;0
FIDC Facio;31/10/2024;32658215.54;41674946.73;17102336.25;8306647.04;0.254350916;0.745649084;0.67;OK;0.531490385;0.4;OK;0.354063148;0.15;OK;0.354063148;;N/A;0.354063148;;N/A;16.15;0;22204920.26;23210694.31;18464252.42;21217819.79;1992874.52;0;0;0;0;0;0;3679860.37;2994503.99;3262397.5;2081267.09;1570447.45;1707094.94;3168681.08;0;378573.03;77349.3;7848125.08;2599.63;0.088299102;0.071853817;0.078281984;0.049940486;0.03768325;0.040962139;0.076033236;0;0.354063148;0.354063148;0.354063148;0.354063148;0.354063148;8306647.04;15300687.98;11563070.61;3673606.33;2120850.62;0;0;0;0;0;0
FIDC Facio;30/11/2024;34039903.52;45993946.98;20334725;8419339.83;0.247337359;0.752662641;0.67;OK;0.546225337;0.4;OK;0.373179567;0.15;OK;0.373179567;;N/A;0.373179567;;N/A;25.84;0;24407704.02;24032416.58;21961530.4;24032416.58;0;0;0;0;0;0;0;4399609.05;3346010.22;3012203.89;2889030.92;1942622.64;1675064.44;4696656.34;332.9;754104.55;78009.01;5595896.11;1991330.16;0.095656262;0.072748925;0.065491311;0.062813285;0.042236485;0.036419237;0.102114662;7.24E-06;0.373179567;0.373179567;0.373179567;0.373179567;0.373179567;8419339.83;15446445.74;12702996.45;3734477.62;2155983.71;0;0;0;0;0;0
FIDC Facio;31/03/2025;58030122.29;91710849.25;43428869.3;9826056.08;0.16932682;0.83067318;0.67;OK;0.451742046;0.4;OK;0.235671067;0.15;OK;0.342271725;;N/A;0.297325468;;N/A;-5.11;0;46981329.43;49206917.06;42503932.19;41541067.29;7665849.77;0;0;0;0;0;0;7102102.44;5945614.91;4470998.68;3558532.26;4111191.15;2936388.73;12600453.96;1778650.06;770690.13;0;8934065.78;121300.17;0.077440156;0.064830006;0.048751033;0.03880165;0.044827751;0.032017899;0.137393275;0.019394107;0.235671067;0.235671067;0.235671067;0.235671067;0.235671067;9826056.08;31815476.14;13676020.81;4027452.47;2325123.65;2608236.78;3577812.44;0;0;0;0
FIDC Facio;30/04/2025;74125795.5;98062692.73;49910104.74;26205123.13;0.353522319;0.646477681;0.67;Flag;0.462309356;0.4;OK;0.242964264;0.15;OK;0.374921985;;N/A;0.339042564;;N/A;31.69;0;43285664.54;48139716.95;49922975.78;40218123.61;7921593.34;0;0;0;0;0;0;9309005.89;5744762.91;5687272.55;4380568.12;3508220.88;4068638.68;13957477.58;3267029.17;1046047.7;81987.94;23223007.43;1854080.06;0.094929128;0.058582553;0.057996292;0.044671098;0.035775286;0.041490179;0.142332188;0.03331572;0.242964264;0.242964264;0.242964264;0.242964264;0.242964264;26205123.13;39856746.69;18009919.33;4106753.08;2370905.32;2659590.65;7121880.43;0;0;0;0
FIDC Facio;31/05/2025;74927794.17;111906130.7;57109595.02;20177946.34;0.26929855;0.73070145;0.67;OK;0.459111957;0.4;OK;0.237564807;0.15;OK;0.370847234;;N/A;0.334607624;;N/A;38.94;0;55843518.34;55329327.11;56576803.58;37871796.96;17457530.15;0;0;0;0;0;0;9042607.51;7264217.83;5549469.21;5590870.19;4371070.59;3502723.68;16391665.95;4864178.62;1303906.14;0;14854661.41;4019378.79;0.080805291;0.064913493;0.049590395;0.049960357;0.039060153;0.031300552;0.146476925;0.043466596;0.237564807;0.237564807;0.237564807;0.237564807;0.237564807;20177946.34;40527547.92;17800206.97;4192862.94;2420618.09;2715354.01;7271204.24;0;0;0;0
FIDC Facio;31/12/2024;40381457.12;54425081.89;24149782.94;10141447.4;0.251141195;0.748858805;0.67;OK;0.488797152;0.4;OK;0.340176136;0.15;OK;0.340176136;;N/A;0.340176136;;N/A;28.49;0;29306811.45;27699305.97;26725775.92;22838508.92;4860797.05;0;0;0;0;0;0;4739055.37;4343905.96;3033114.57;3016971.06;3092502.41;2062409.71;6399424.48;38392.36;905792.88;78655.76;8747656.59;409342.17;0.087074841;0.079814413;0.055730087;0.055433468;0.056821273;0.037894471;0.117582266;0.000705417;0.340176136;0.340176136;0.340176136;0.340176136;0.340176136;10141447.4;20643115.88;13736808.03;3804895.73;2196637.48;0;0;0;0;0;0
FIDC Facio;31/01/2025;48213743.04;62754463.13;29075765.93;14591138.4;0.302634425;0.697365575;0.67;OK;0.461831172;0.4;OK;0.288896364;0.15;OK;0.33484646;;N/A;0.288896364;;N/A;17.38;0;29676257.02;31586239.12;31168224.01;28907771.57;2678467.55;0;0;0;0;0;0;5701072.81;3744309.8;3578167.15;3535474.09;2920240.62;3005346.25;8320233.2;363380.09;699557.9;79566.41;13416259.68;395754.41;0.090847288;0.059666032;0.057018529;0.056338209;0.046534389;0.047890558;0.132583928;0.005790506;0.288896364;0.288896364;0.288896364;0.288896364;0.288896364;14591138.4;25947133.6;13928775.05;3881528.93;2240879.32;2215426.14;0;0;0;0;0
FIDC Facio;28/02/2025;47144043.94;69948466.83;33658739.74;10998411.13;0.233293757;0.766706243;0.67;OK;0.492372003;0.4;OK;0.305709138;0.15;OK;0.3600414;;N/A;0.305709138;;N/A;31.17;0;34081568.1;33948143.6;36000323.23;27920036.39;6028107.21;0;0;0;0;0;0;6278475.51;5090533.8;3828868.06;3621514.17;2906671.35;2798182.1;10717739.02;758339.22;1087369.12;80372.02;6148194.4;3682475.59;0.089758586;0.072775488;0.054738413;0.051774032;0.041554468;0.04000348;0.153223359;0.010841399;0.305709138;0.305709138;0.305709138;0.305709138;0.305709138;10998411.13;23931636.59;14412365.03;3955192.88;2283406.9;2561442.54;0;0;0;0;0
FIDC Facio;30/06/2025;90254335.9;142916692;59837768.69;8123867.19;0.090010825;0.909989175;0.67;OK;0.534860174;0.4;OK;0.325742896;0.15;OK;0.460111524;;N/A;0.429421352;;N/A;65.18;0;70579501.13;77287819.36;65628872.68;63427887.9;13859931.46;0;0;0;0;0;0;10878226.17;7248225.76;7241239.11;4983067.78;6262558.48;4444022.03;18218309.91;6353223.44;1487303.3;0;6533270.02;103293.87;0.076115855;0.050716439;0.050667553;0.03486694;0.043819643;0.031095192;0.127475032;0.044454034;0.347238882;0.325742896;0.325742896;0.325742896;0.325742896;8123867.19;41980886.13;29399708.72;4277125.33;2469264.42;2769921.06;7417324.31;1940105.93;0;0;0
FIDC Facio;31/07/2025;84938350.33;165013914.8;79205953.07;6240641.82;0.073472604;0.926527396;0.67;OK;0.492880988;0.4;OK;0.26550128;0.15;OK;0.411604454;;N/A;0.378234079;;N/A;-8.07;0;72806242.66;85807961.68;79205953.07;73759399.96;12048561.72;0;0;0;0;0;0;15669864.99;8409703.51;8053150.13;6778931.71;5221282.22;5763313.03;20793654.33;8516053.15;1420023.25;0;4720211.87;100406.7;0.094960871;0.050963602;0.048802855;0.04108097;0.031641466;0.034926224;0.126011521;0.051608091;0.288874532;0.26550128;0.26550128;0.26550128;0.26550128;6240641.82;43073852.28;22551240.76;4376727.9;2526766.85;2834424.58;7590052.53;1985285.43;0;0;0
FIDC Fenix;31/08/2024;172719475;153913139.1;8173840.63;27263840.12;0.157850411;0.842149589;0.5;OK;0.567643606;0.5;OK;0.567062331;0.2;OK;0.321558981;;N/A;0.321558981;;N/A;1.03;0;4966024.18;150248451.6;3664687.53;3327812.38;3388888.63;3254193.58;3134698.23;2974325.71;2891486.65;14127432.21;117149614.2;698189.36;568817.31;469464.77;407144.04;396051.08;363114.04;761906.93;0;0;0;1466533.47;25797306.65;0.004536256;0.003695703;0.003050193;0.002645284;0.002573212;0.002359214;0.00495024;0;0.321558981;0.321558981;0.321558981;0.321558981;0.321558981;27263840.12;74676369.45;55539498.37;100397.45;42403209.71;0;0;0;0;0;0
FIDC Fenix;30/09/2024;176916813.9;158631658.7;9421008.61;27989535.08;0.158207321;0.841792679;0.5;OK;0.571336106;0.5;OK;0.570768972;0.2;OK;0.331169749;;N/A;0.297211286;;N/A;0.99;0;4891323.75;154238559.6;4393099.05;3870752.67;3013737.34;3350569.37;3215731.27;3070896.92;2983785.81;14365474.68;120367611.5;804858.61;660039.03;545238.61;466599.57;401578.03;394684.55;1100008.2;20092.45;0;0;2196895.94;25792639.14;0.005073758;0.004160828;0.003437136;0.002941403;0.002531513;0.002488057;0.006934355;0.000126661;0.297211286;0.297211286;0.297211286;0.297211286;0.297211286;27989535.08;75837850.26;52581673.74;100335.6;42389131.25;6007823.02;0;0;0;0;0
FIDC Fenix;31/10/2024;181197738.1;164190591.1;10048698.88;27361586.89;0.15100402;0.84899598;0.5;OK;0.55890471;0.5;OK;0.558350233;0.2;OK;0.324100383;;N/A;0.289540198;;N/A;2.19;0;6160365.64;158827782.9;5362808.28;3753692.44;3609841.56;2977689.49;3835163.04;3201617.1;2554369.46;14914742.89;123980666.9;1266423.92;684182.57;581632;514874.47;441868.64;391414.37;1422128.83;60283.48;0;0;1467590.93;25893995.96;0.007713133;0.004167002;0.00354242;0.003135834;0.002691193;0.002383903;0.008661451;0.000367156;0.289540198;0.289540198;0.289540198;0.289540198;0.289540198;27361586.89;79925468.73;52464028.91;100470.15;42445542.8;6262227.47;0;0;0;0;0
FIDC Fenix;30/11/2024;182648047.7;166666973.2;10401517.63;26647622.85;0.145896018;0.854103982;0.5;OK;0.556938923;0.5;OK;0.556389535;0.2;OK;0.324571374;;N/A;0.290283772;;N/A;1.06;0;5201149.41;161452112.3;5214860.86;3559276.34;3624537.54;3482640.04;3389169.77;3179779.16;2994017.82;14898156.28;126324535.3;977632.15;698168.62;586611.25;499271.53;443521.59;383661.84;1556279.5;69714.38;0;0;769059.54;25878563.31;0.005865782;0.004189004;0.003519661;0.002995624;0.002661125;0.002301967;0.00933766;0.000418286;0.290283772;0.290283772;0.290283772;0.290283772;0.290283772;26647622.85;80924240.78;53019764.29;100344.58;42341134.43;6262563.59;0;0;0;0;0
FIDC Fenix;31/12/2024;184112016.4;155918809.5;11419968.94;39901811.47;0.216725732;0.783274268;0.5;OK;0.560170687;0.5;OK;0.559625571;0.2;OK;0.329260763;;N/A;0.291976388;;N/A;1.58;0;2720949.12;149695551.9;6223257.66;3086064.45;2999362.48;2853142.06;2680719.79;2525475.32;2055679.04;11695896.91;121799211.8;1268536.01;795587.71;676469.56;577241.51;491871.02;438171.9;1623166.98;352212.97;0;0;14011809.92;25890001.55;0.008135875;0.005102577;0.004338601;0.003702193;0.003154661;0.002810257;0.010410335;0.002258951;0.291976388;0.291976388;0.291976388;0.291976388;0.291976388;39901811.47;80977861.69;53756361.46;100362.41;42412929.27;6864501.6;0;0;0;0;0
FIDC Fenix;31/01/2025;178230019.2;158854723.8;12437635.75;32192826.2;0.180625163;0.819374837;0.5;OK;0.545097732;0.5;OK;0.544533791;0.2;OK;0.306222288;;N/A;0.267678925;;N/A;2.02;0;6677079.2;152049910.1;6804813.77;2981460.32;2966515.02;2786135.3;2621001.16;2487586.45;2350803.16;11340659.25;124515749.4;1256246.54;783522.2;699780.4;635279.17;541307.08;483292.12;1817900.45;587485.81;0;0;6085654.93;26107171.27;0.007908147;0.004932319;0.00440516;0.00399912;0.00340756;0.003042353;0.011443792;0.003698258;0.267678925;0.267678925;0.267678925;0.267678925;0.267678925;32192826.2;81077239.91;47708420.02;100511.28;42474263.78;6869584.26;0;0;0;0;0
FIDC Fenix;28/02/2025;177227988.2;158917934.7;13857706.77;32507470.11;0.183421763;0.816578237;0.5;OK;0.54296884;0.5;OK;0.54240288;0.2;OK;0.303182871;;N/A;0.264474833;;N/A;-0.7;0;5669820.56;151473814.2;7444120.42;3300495.59;2434847.12;2623684.41;2481710.77;2342572.67;2162746.42;21349927.36;114777829.9;1093601.02;888465.68;755432.85;649298.24;633134.64;539828.32;2249129.04;635230.63;0;0;6404566.74;26102903.37;0.006881546;0.00559072;0.004753603;0.004085746;0.003984035;0.0033969;0.01415277;0.003997224;0.264474833;0.264474833;0.264474833;0.264474833;0.264474833;32507470.11;80998713.07;46872342.65;100303.95;42396480.98;6860147.6;0;0;0;0;0
FIDC Fenix;31/03/2025;166404144.3;171674886.9;15663667.58;10726041.65;0.06445778;0.93554222;0.5;OK;0.512965197;0.5;OK;0.512361861;0.2;OK;0.25733069;;N/A;0.216070021;;N/A;0.28;0;26520184.29;162942696.8;8732190.12;2088728.79;2057652.51;1702151.55;1816959.42;1701910.43;1604912.06;28616225.4;123354156.6;1216921.36;1169197.02;825700.34;768945.58;696317.64;632835.79;2478952.99;943319.4;1159482.33;0;5472533.53;4094025.79;0.007088523;0.00681053;0.004809675;0.00447908;0.004056025;0.003686246;0.014439811;0.005494801;0.216070021;0.216070021;0.216070021;0.216070021;0.216070021;10726041.65;81044609.56;35954947.03;100397.61;42438243.86;6865946.25;0;0;0;0;0
FIDC Fenix;30/04/2025;167322038.6;171090465.9;16187506.89;12674121.19;0.075746873;0.924253127;0.5;OK;0.515813278;0.5;OK;0.515212775;0.2;OK;0.26175061;;N/A;0.220748081;;N/A;2.73;0;9074972.43;161397495.2;9692970.66;1924569.15;1401209.56;1472941.77;1366962.21;1280026.04;1219887.81;35762670.39;116969228.3;1449467.66;1038848.81;997493.42;739368.55;746839.27;688561.19;2772280.32;1260111.44;0;0;8185699.04;4488422.15;0.008471937;0.006071927;0.00583021;0.004321506;0.004365172;0.004024544;0.016203593;0.007365176;0.220748081;0.220748081;0.220748081;0.220748081;0.220748081;12674121.19;81015109.44;36936019;100477.33;42409806.13;6860626.72;0;0;0;0;0
FIDC Fenix;31/05/2025;167579007.8;176715781.9;17329697.14;8435155.44;0.050335394;0.949664606;0.5;OK;0.515828246;0.5;OK;0.515228602;0.2;OK;0.261714158;;N/A;0.220708128;;N/A;1.49;0;3000505.29;166527606.8;10188175.14;1622786.62;1504498.44;1396715.66;1306579.28;1245350.73;1165983.33;45069140.25;113216552.4;1253740.53;940321.64;895933.34;901466.93;735236.52;745943.78;3129924.33;1585608.07;10000;0;3945373;4479782.44;0.007094672;0.005321096;0.005069911;0.005101225;0.004160559;0.00422115;0.017711629;0.008972646;0.220708128;0.220708128;0.220708128;0.220708128;0.220708128;8435155.44;81137022.07;36986049.1;100487.78;42483698.97;6871749.857;0;0;0;0;0
FIDC Fenix;30/06/2025;163681651;174135348.6;18910036.06;8711388.88;0.053221536;0.946778464;0.5;OK;0.504875;0.5;OK;0.504261549;0.2;OK;0.245108354;;N/A;0.203191704;;N/A;0.79;0;0;162773069.1;11362279.5;1096711.25;858447.76;884211.66;833768.05;775153.62;731942.14;52274875.82;105317958.8;984045.04;1305570.91;1078550.58;895933.34;843756.01;792947.44;3501166;1960310.18;0;0;4246671.56;4464717.32;0.005651036;0.007497449;0.006193749;0.00514504;0.004845403;0.004553627;0.020106004;0.011257394;0.203191704;0.203191704;0.203191704;0.203191704;0.203191704;8711388.88;81042877.54;33258753.62;100410.66;42418622.69;6860986.522;0;0;0;0;0
FIDC Fenix;31/07/2025;164054168.1;178849498.8;20896610.84;6469120.94;0.039432835;0.960567165;0.5;OK;0.505213132;0.5;OK;0.50460007;0.2;OK;0.245406489;;N/A;0.203551504;;N/A;0.41;0;0;166411887.3;12437611.49;963014.49;830721.02;858412.54;800630.99;753231.1;704134.47;64448899.18;97052843.51;1016932.32;1056138.66;1301422.8;1076035.37;893742.49;842931.65;3864914.58;2385493.62;0;0;1871532.85;4597588.09;0.005685967;0.005905181;0.007276637;0.006016429;0.004997176;0.004713078;0.021609871;0.013337994;0.203551504;0.203551504;0.203551504;0.203551504;0.203551504;6469120.94;81171847.94;33393472.68;100575.39;42521787.3;6866484.785;0;0;0;0;0
FIDC Koin;31/08/2024;76103628.41;74397571.01;19566235.41;24202955.86;0.318026307;0.681973693;0.5;OK;0.519400765;0.45;OK;0.519400765;;N/A;0.519400765;;N/A;0.519400765;;N/A;4.54;0;15367626.06;59047861.19;15349709.82;11060355.96;10381690.71;7147701.88;5938874.98;4847641.08;3786079.69;12501110.92;3384405.97;3439842.62;2158238.49;1786786.42;1598749.08;2040443.71;1190995.19;3134654.31;0;7650.34;4756228.93;18680490.47;758586.12;0.046235953;0.029009529;0.024016731;0.021489264;0.027426214;0.016008523;0.042133826;0;0.519400765;0.519400765;0.519400765;0.519400765;0.519400765;24202955.86;36575345.58;39528282.83;0;0;0;0;0;0;0;0
FIDC Koin;30/09/2024;75544979.82;78155638.21;22123077.14;22444081.8;0.297095609;0.702904391;0.5;OK;0.516104681;0.45;OK;0.516104681;;N/A;0.516104681;;N/A;0.516104681;;N/A;-1.36;0;12153708.17;60596259.62;17559378.59;13084518.4;9319624.88;7003403.39;6265535.78;4823634.55;4092699.3;12552171.35;3454671.97;4632707.97;2245701.07;1852559.42;1831849.88;1449493.09;1960571.8;3586495.36;0;1376.25;4797736.71;16306859.88;1338108.96;0.059275416;0.028733705;0.023703465;0.023438487;0.018546238;0.025085481;0.045889144;0;0.516104681;0.516104681;0.516104681;0.516104681;0.516104681;22444081.8;36555862.11;38989117.71;0;0;0;0;0;0;0;0
FIDC Koin;31/10/2024;77470030.5;76892941.5;22664347.85;23435372.78;0.302508888;0.697491112;0.5;OK;0.527528325;0.45;OK;0.527528325;;N/A;0.527528325;;N/A;0.527528325;;N/A;4.82;0;11347177.53;59570883.14;17322058.36;11292319.57;9905392.4;7257837.25;6412100.09;4663515.57;4142878.79;12554786.57;3342052.9;3281943.43;2327142.42;2021614.7;1743010.5;1758386.07;1322583.39;4867377.85;0;9649.62;4843681.3;15802180.83;2779861.03;0.042681986;0.030264708;0.026291291;0.022668017;0.022867978;0.017200322;0.063300711;0;0.527528325;0.527528325;0.527528325;0.527528325;0.527528325;23435372.78;36602395.08;40867635.42;0;0;0;0;0;0;0;0
FIDC Koin;30/11/2024;72948747.29;76926461.99;23406389.13;19754469.12;0.270799292;0.729200708;0.5;OK;0.49934964;0.45;OK;0.49934964;;N/A;0.49934964;;N/A;0.49934964;;N/A;1.82;0;9777916.63;59027619.78;17898842.21;11054365.18;9715243.61;7246713.48;6312309.92;4928209.52;4002037.93;12386077.91;3382662.23;3189861.3;2393081.89;1945323.36;1921845.28;1585948.93;1574187.7;5288593.75;0;4866.09;4885151.56;12964237.68;1900213.79;0.041466372;0.031108696;0.025288091;0.024982889;0.020616429;0.02046354;0.068748693;0;0.49934964;0.49934964;0.49934964;0.49934964;0.49934964;19754469.12;36521816.62;36426930.67;0;0;0;0;0;0;0;0
